order_id,customer_id,amount,order_date,status
ORD_81,CUST_358,2302.81,2025-01-09,delivered
ORD_82,CUST_956,1975.7,2025-04-08,cancelled
ORD_83,CUST_996,2364.04,2026-01-28,refunded
ORD_84,CUST_736,4637.79,2026-08-26,delivered
ORD_85,CUST_143,3491.87,2024-11-03,delivered
ORD_86,CUST_609,3091.2,2026-01-26,pending
ORD_87,CUST_41,4261.64,2026-01-11,pending
ORD_88,CUST_692,540.04,2025-04-08,delivered
ORD_89,CUST_789,1165.36,2025-04-29,shipped
ORD_90,CUST_118,4499.97,2025-08-24,cancelled
ORD_91,CUST_784,4866.87,2024-11-14,refunded
ORD_92,CUST_267,581.22,2025-06-03,cancelled
ORD_93,CUST_792,1877.87,2026-05-23,pending
ORD_94,CUST_956,878.6,2024-07-25,cancelled
ORD_95,CUST_397,674.75,2025-01-23,refunded
ORD_96,CUST_215,986.63,2024-11-07,delivered
ORD_97,CUST_241,1013.95,2025-06-09,refunded
ORD_98,CUST_839,3952.12,2024-09-20,pending
ORD_99,CUST_655,4799.56,2024-10-20,pending
ORD_100,CUST_840,711.41,2025-07-18,cancelled
ORD_101,CUST_592,2737.44,2024-06-26,shipped
ORD_102,CUST_709,3652.59,2026-02-25,refunded
ORD_103,CUST_519,958.78,2024-05-03,cancelled
ORD_104,CUST_523,1767.01,2025-04-18,shipped
ORD_105,CUST_831,345.1,2024-11-14,cancelled
ORD_106,CUST_905,363.63,2024-06-10,refunded
ORD_107,CUST_316,513.56,2025-06-01,pending
ORD_108,CUST_626,2707.28,2024-03-04,delivered
ORD_109,CUST_955,4142.46,2025-03-08,delivered
ORD_110,CUST_80,4363.49,2025-09-15,pending
ORD_111,CUST_558,2881.03,2024-10-28,refunded
ORD_112,CUST_330,2002.11,2025-02-27,pending
ORD_113,CUST_607,2360.18,2026-02-25,pending
ORD_114,CUST_44,1696.85,2025-03-21,delivered
ORD_115,CUST_920,3826.03,2025-04-09,refunded
ORD_116,CUST_847,3672.02,2025-12-03,shipped
ORD_117,CUST_516,373.83,2025-01-01,pending
ORD_118,CUST_365,4905.47,2026-05-21,refunded
ORD_119,CUST_962,412.16,2025-01-16,shipped
ORD_120,CUST_288,3619.42,2024-11-14,cancelled
ORD_121,CUST_530,1133.97,2025-09-01,cancelled
ORD_122,CUST_321,3909.89,2024-06-28,pending
ORD_123,CUST_37,3870.33,2024-05-26,refunded
ORD_124,CUST_891,1903.15,2025-12-24,pending
ORD_125,CUST_576,2416.04,2025-01-19,cancelled
ORD_126,CUST_723,634.93,2025-03-23,refunded
ORD_127,CUST_152,586.76,2025-11-24,delivered
ORD_128,CUST_371,976.29,2026-03-28,shipped
ORD_129,CUST_248,469.03,2024-03-04,cancelled
ORD_130,CUST_776,3765.32,2025-02-09,pending
ORD_131,CUST_832,84.34,2025-02-16,pending
ORD_132,CUST_89,292.71,2026-05-24,delivered
ORD_133,CUST_55,1577.49,2025-08-20,shipped
ORD_134,CUST_310,657.28,2026-03-25,pending
ORD_135,CUST_683,393.25,2024-12-23,shipped
ORD_136,CUST_517,3529.22,2025-04-03,shipped
ORD_137,CUST_465,3568.54,2025-03-21,refunded
ORD_138,CUST_310,4346.17,2026-03-16,delivered
ORD_139,CUST_337,3491.88,2024-10-04,pending
ORD_140,CUST_365,4503.12,2026-02-04,cancelled
ORD_141,CUST_297,401.45,2025-01-30,refunded
ORD_142,CUST_247,1531.65,2026-06-08,pending
ORD_143,CUST_392,3627.3,2025-04-18,shipped
ORD_144,CUST_726,2206.98,2025-01-07,pending
ORD_145,CUST_521,4183.26,2026-03-16,refunded
ORD_146,CUST_404,1509.06,2024-11-14,delivered
ORD_147,CUST_886,3052.64,2025-10-31,cancelled
ORD_148,CUST_404,2225.66,2025-05-23,cancelled
ORD_149,CUST_199,3303.03,2025-05-14,delivered
ORD_150,CUST_43,2712.33,2024-08-27,refunded
ORD_151,CUST_783,4466.92,2024-12-25,refunded
ORD_152,CUST_232,3788.69,2026-03-30,refunded
ORD_153,CUST_455,4330.05,2026-06-13,pending
ORD_154,CUST_837,554.96,2024-12-15,delivered
ORD_155,CUST_890,4954.55,2026-06-29,cancelled
ORD_156,CUST_597,3598.91,2025-02-23,shipped
ORD_157,CUST_994,1912.64,2025-02-16,shipped
ORD_158,CUST_940,85.77,2026-02-13,pending
ORD_159,CUST_266,3858.98,2025-08-30,refunded
ORD_160,CUST_415,202.64,2025-07-11,delivered
ORD_161,CUST_686,1260.06,2026-04-27,refunded
ORD_162,CUST_23,630.29,2026-02-14,delivered
ORD_163,CUST_867,1329.94,2025-03-27,cancelled
ORD_164,CUST_28,2205.15,2025-08-06,delivered
ORD_165,CUST_502,3192.34,2026-06-08,cancelled
ORD_166,CUST_70,2902.06,2024-07-15,refunded
ORD_167,CUST_575,1576.99,2025-11-04,shipped
ORD_168,CUST_275,3832.22,2026-03-16,cancelled
ORD_169,CUST_141,1144.82,2024-12-11,refunded
ORD_170,CUST_682,257.4,2026-01-24,pending
ORD_171,CUST_199,3425.36,2026-08-16,delivered
ORD_172,CUST_53,2771.5,2025-01-07,delivered
ORD_173,CUST_1009,1294.65,2026-08-01,delivered
ORD_174,CUST_564,3594.41,2025-04-24,delivered
ORD_175,CUST_122,396.62,2025-01-07,refunded
ORD_176,CUST_90,1192.52,2024-08-02,delivered
ORD_177,CUST_860,4115.24,2026-01-26,cancelled
ORD_178,CUST_907,1422.59,2025-06-03,refunded
ORD_179,CUST_818,1807.83,2024-11-14,delivered
ORD_180,CUST_492,4712.97,2025-05-21,pending
ORD_181,CUST_175,1847.83,2025-10-04,refunded
ORD_182,CUST_37,540.1,2025-09-02,delivered
ORD_183,CUST_534,3581.68,2026-04-01,refunded
ORD_184,CUST_740,1726.82,2025-10-25,refunded
ORD_185,CUST_44,3288.73,2025-11-14,pending
ORD_186,CUST_989,395.78,2024-05-03,refunded
ORD_187,CUST_599,3155.32,2025-03-23,refunded
ORD_188,CUST_761,615.0,2025-05-24,pending
ORD_189,CUST_632,2366.92,2024-11-10,cancelled
ORD_190,CUST_335,1353.22,2025-11-10,shipped
ORD_191,CUST_347,1222.94,2025-11-09,cancelled
ORD_192,CUST_333,3743.46,2024-07-25,shipped
ORD_193,CUST_466,3666.66,2025-11-11,pending
ORD_194,CUST_371,2806.68,2024-09-28,cancelled
ORD_195,CUST_630,1159.45,2024-12-10,refunded
ORD_196,CUST_858,4135.65,2024-10-01,shipped
ORD_197,CUST_806,4547.24,2025-01-23,shipped
ORD_198,CUST_631,1308.79,2025-08-30,delivered
ORD_199,CUST_131,416.71,2026-05-31,shipped
ORD_200,CUST_600,2476.06,2025-12-06,cancelled
ORD_201,CUST_26,842.19,2024-07-27,refunded
ORD_202,CUST_739,4651.32,2026-08-19,shipped
ORD_203,CUST_901,180.04,2026-06-29,shipped
ORD_204,CUST_85,670.56,2026-04-20,cancelled
ORD_205,CUST_373,645.99,2025-08-11,shipped
ORD_206,CUST_740,1474.03,2026-03-31,delivered
ORD_207,CUST_616,3047.7,2025-01-18,pending
ORD_208,CUST_86,3696.35,2024-10-12,cancelled
ORD_209,CUST_656,2254.27,2024-07-29,cancelled
ORD_210,CUST_727,681.68,2025-08-24,refunded
ORD_211,CUST_949,4102.33,2026-05-06,shipped
ORD_212,CUST_928,48.84,2025-09-02,cancelled
ORD_213,CUST_399,1608.98,2025-08-25,refunded
ORD_214,CUST_297,4724.39,2024-12-07,delivered
ORD_215,CUST_516,1712.17,2026-06-14,refunded
ORD_216,CUST_604,2546.06,2024-07-29,delivered
ORD_217,CUST_404,1599.71,2024-12-11,pending
ORD_218,CUST_844,4725.81,2025-02-25,cancelled
ORD_219,CUST_542,1398.5,2026-08-22,pending
ORD_220,CUST_366,1431.11,2024-10-30,delivered
ORD_221,CUST_509,2200.19,2025-09-15,delivered
ORD_222,CUST_631,3769.81,2026-01-20,delivered
ORD_223,CUST_155,488.92,2026-08-02,refunded
ORD_224,CUST_783,852.57,2025-11-03,refunded
ORD_225,CUST_561,3996.97,2025-11-02,pending
ORD_226,CUST_389,1023.67,2025-07-20,cancelled
ORD_227,CUST_544,639.63,2025-04-25,pending
ORD_228,CUST_744,3534.55,2025-11-04,cancelled
ORD_229,CUST_516,1322.65,2025-01-09,pending
ORD_230,CUST_1002,1775.07,2025-01-18,shipped
ORD_231,CUST_755,381.01,2025-08-25,delivered
ORD_232,CUST_293,2272.79,2026-04-01,pending
ORD_233,CUST_734,3442.81,2025-08-09,pending
ORD_234,CUST_965,3528.47,2026-07-13,shipped
ORD_235,CUST_872,2795.27,2025-12-03,pending
ORD_236,CUST_262,693.0,2025-12-01,shipped
ORD_237,CUST_700,986.43,2025-01-09,cancelled
ORD_238,CUST_844,943.65,2025-04-25,shipped
ORD_239,CUST_214,3177.52,2025-12-13,shipped
ORD_240,CUST_14,2177.25,2024-11-10,refunded
ORD_241,CUST_224,3552.85,2025-08-09,delivered
ORD_242,CUST_639,1907.65,2025-04-24,delivered
ORD_243,CUST_506,2657.0,2025-09-15,shipped
ORD_244,CUST_907,1467.66,2025-01-10,cancelled
ORD_245,CUST_623,1792.07,2025-04-25,pending
ORD_246,CUST_235,570.71,2025-07-04,cancelled
ORD_247,CUST_344,1244.51,2024-08-07,shipped
ORD_248,CUST_486,4782.01,2026-03-19,delivered
ORD_249,CUST_724,1996.47,2025-08-30,cancelled
ORD_250,CUST_871,4025.56,2025-11-27,cancelled
ORD_251,CUST_714,1181.95,2026-03-16,refunded
ORD_252,CUST_231,4450.15,2026-03-28,refunded
ORD_253,CUST_801,1622.73,2025-05-06,cancelled
ORD_254,CUST_411,4047.06,2025-01-23,delivered
ORD_255,CUST_945,282.62,2024-09-06,shipped
ORD_256,CUST_358,3184.97,2024-07-02,cancelled
ORD_257,CUST_430,1114.34,2024-10-01,shipped
ORD_258,CUST_809,3130.18,2025-01-01,delivered
ORD_259,CUST_143,3028.76,2024-10-09,pending
ORD_260,CUST_832,1902.15,2026-08-26,delivered
ORD_261,CUST_796,3832.4,2026-01-24,pending
ORD_262,CUST_542,1060.21,2026-06-08,shipped
ORD_263,CUST_869,2683.14,2025-02-16,delivered
ORD_264,CUST_831,815.41,2025-04-10,cancelled
ORD_265,CUST_231,2769.23,2024-06-28,pending
ORD_266,CUST_876,109.94,2024-10-04,refunded
ORD_267,CUST_418,3958.8,2024-05-13,delivered
ORD_268,CUST_319,130.98,2025-01-22,shipped
ORD_269,CUST_45,1369.57,2024-12-01,cancelled
ORD_270,CUST_682,2009.75,2025-02-03,pending
ORD_271,CUST_89,378.71,2025-07-20,cancelled
ORD_272,CUST_31,83.56,2024-10-28,shipped
ORD_273,CUST_108,3682.01,2025-08-22,refunded
ORD_274,CUST_890,1567.83,2025-09-01,refunded
ORD_275,CUST_772,126.93,2025-03-11,shipped
ORD_276,CUST_113,1328.71,2025-01-23,cancelled
ORD_277,CUST_396,1463.28,2024-12-07,cancelled
ORD_278,CUST_585,1400.0,2025-01-26,refunded
ORD_279,CUST_529,1230.62,2025-11-02,cancelled
ORD_280,CUST_985,1869.96,2024-12-13,pending
ORD_281,CUST_474,1128.06,2025-08-25,shipped
ORD_282,CUST_468,1855.41,2026-06-29,delivered
ORD_283,CUST_351,727.42,2025-07-01,pending
ORD_284,CUST_585,854.59,2026-08-16,shipped
ORD_285,CUST_96,715.24,2025-08-03,cancelled
ORD_286,CUST_546,3617.93,2025-09-25,shipped
ORD_287,CUST_71,3839.37,2025-07-04,delivered
ORD_288,CUST_769,1695.96,2025-04-18,delivered
ORD_289,CUST_716,2830.91,2025-12-01,pending
ORD_290,CUST_285,3455.08,2025-05-24,cancelled
ORD_291,CUST_569,2504.08,2026-03-02,delivered
ORD_292,CUST_483,3547.25,2025-06-23,pending
ORD_293,CUST_954,534.17,2025-06-03,cancelled
ORD_294,CUST_141,3786.86,2025-08-25,pending
ORD_295,CUST_181,994.86,2024-11-14,cancelled
ORD_296,CUST_518,861.9,2025-01-16,shipped
ORD_297,CUST_777,4372.33,2025-01-23,pending
ORD_298,CUST_314,596.74,2025-11-19,delivered
ORD_299,CUST_546,1618.71,2024-08-02,shipped
ORD_300,CUST_155,1458.08,2024-12-18,refunded
ORD_301,CUST_985,3575.23,2024-10-28,delivered
ORD_302,CUST_494,2319.77,2026-03-30,shipped
ORD_303,CUST_179,2626.65,2025-10-31,delivered
ORD_304,CUST_437,904.34,2025-02-21,pending
ORD_305,CUST_330,3510.31,2024-07-25,pending
ORD_306,CUST_561,2298.38,2024-11-14,refunded
ORD_307,CUST_490,2976.33,2024-09-28,refunded
ORD_308,CUST_915,1137.89,2025-12-24,shipped
ORD_309,CUST_292,1428.1,2026-07-05,delivered
ORD_310,CUST_387,3126.26,2024-07-27,refunded
ORD_311,CUST_565,3211.58,2024-09-15,refunded
ORD_312,CUST_167,523.85,2024-06-16,shipped
ORD_313,CUST_280,2822.66,2024-12-01,refunded
ORD_314,CUST_612,3227.7,2025-01-08,refunded
ORD_315,CUST_801,4268.47,2025-05-20,refunded
ORD_316,CUST_695,4547.06,2025-12-06,pending
ORD_317,CUST_813,1166.84,2024-09-15,refunded
ORD_318,CUST_161,725.23,2026-02-22,pending
ORD_319,CUST_342,398.16,2025-05-20,refunded
ORD_320,CUST_837,2204.05,2025-04-08,delivered
ORD_321,CUST_320,2506.87,2024-12-07,refunded
ORD_322,CUST_413,1892.77,2025-03-08,cancelled
ORD_323,CUST_374,1565.69,2026-07-13,refunded
ORD_324,CUST_91,4417.6,2025-12-06,delivered
ORD_325,CUST_739,722.99,2026-05-07,cancelled
ORD_326,CUST_512,3478.55,2025-03-25,pending
ORD_327,CUST_582,4499.81,2026-03-30,shipped
ORD_328,CUST_36,4332.03,2025-10-20,delivered
ORD_329,CUST_756,2126.15,2025-04-18,shipped
ORD_330,CUST_402,1877.29,2024-12-25,shipped
ORD_331,CUST_463,1811.35,2024-06-28,refunded
ORD_332,CUST_328,1648.97,2026-02-04,refunded
ORD_333,CUST_954,74.84,2024-12-10,delivered
ORD_334,CUST_668,2398.89,2024-04-23,delivered
ORD_335,CUST_291,3130.1,2025-08-03,pending
ORD_336,CUST_894,3592.97,2025-11-27,cancelled
ORD_337,CUST_513,877.12,2026-08-03,refunded
ORD_338,CUST_837,528.4,2024-08-27,refunded
ORD_339,CUST_926,3569.42,2026-06-13,shipped
ORD_340,CUST_902,4256.21,2025-08-16,pending
ORD_341,CUST_68,2222.46,2026-11-14,delivered
ORD_342,CUST_110,4290.87,2026-03-28,shipped
ORD_343,CUST_681,3073.88,2025-06-03,delivered
ORD_344,CUST_930,3549.45,2025-01-17,delivered
ORD_345,CUST_539,80.71,2026-03-23,cancelled
ORD_346,CUST_868,3341.94,2024-10-06,shipped
ORD_347,CUST_855,3808.85,2025-08-24,delivered
ORD_348,CUST_96,871.2,2024-10-19,refunded
ORD_349,CUST_214,3446.7,2026-02-06,pending
ORD_350,CUST_329,1376.08,2024-08-16,delivered
ORD_351,CUST_488,2845.18,2025-06-03,refunded
ORD_352,CUST_963,2320.4,2024-09-03,shipped
ORD_353,CUST_758,441.22,2024-08-02,pending
ORD_354,CUST_796,854.99,2025-01-09,delivered
ORD_355,CUST_482,415.56,2025-02-16,delivered
ORD_356,CUST_868,3407.64,2025-11-16,shipped
ORD_357,CUST_328,276.14,2025-02-02,shipped
ORD_358,CUST_296,710.73,2025-09-01,shipped
ORD_359,CUST_866,949.34,2025-12-06,delivered
ORD_360,CUST_276,3490.82,2025-01-07,cancelled
ORD_361,CUST_374,2897.69,2025-03-21,refunded
ORD_362,CUST_471,4149.21,2026-05-23,shipped
ORD_363,CUST_48,4748.83,2025-12-24,shipped
ORD_364,CUST_561,2847.87,2025-03-23,delivered
ORD_365,CUST_672,4056.43,2025-03-21,delivered
ORD_366,CUST_727,4842.77,2026-08-02,delivered
ORD_367,CUST_103,2571.23,2024-06-16,shipped
ORD_368,CUST_489,1311.62,2025-12-13,shipped
ORD_369,CUST_497,707.68,2026-08-22,delivered
ORD_370,CUST_588,1895.77,2025-11-03,delivered
ORD_371,CUST_729,532.02,2025-04-03,pending
ORD_372,CUST_173,2112.82,2025-04-10,pending
ORD_373,CUST_202,4566.61,2025-11-07,cancelled
ORD_374,CUST_570,938.94,2024-10-07,refunded
ORD_375,CUST_478,2971.94,2025-03-23,cancelled
ORD_376,CUST_495,4172.14,2025-11-19,delivered
ORD_377,CUST_626,1696.01,2026-03-23,delivered
ORD_378,CUST_52,4854.12,2024-06-22,refunded
ORD_379,CUST_121,2110.72,2025-05-28,cancelled
ORD_380,CUST_618,152.49,2025-08-04,delivered
ORD_381,CUST_918,2988.29,2026-04-01,shipped
ORD_382,CUST_985,4862.41,2024-12-11,delivered
ORD_383,CUST_818,4799.97,2024-10-30,shipped
ORD_384,CUST_831,1737.05,2026-02-06,cancelled
ORD_385,CUST_11,3296.46,2025-12-06,delivered
ORD_386,CUST_325,411.07,2025-08-20,shipped
ORD_387,CUST_458,459.93,2024-07-27,refunded
ORD_388,CUST_876,3880.29,2025-11-02,shipped
ORD_389,CUST_363,508.57,2026-09-15,cancelled
ORD_390,CUST_726,1070.33,2026-03-02,cancelled
ORD_391,CUST_862,2322.79,2024-06-22,pending
ORD_392,CUST_407,651.23,2025-11-14,delivered
ORD_393,CUST_930,1423.14,2025-12-24,cancelled
ORD_394,CUST_622,1975.31,2024-09-28,cancelled
ORD_395,CUST_696,3704.74,2025-11-26,shipped
ORD_396,CUST_917,3046.53,2025-01-17,delivered
ORD_397,CUST_359,2512.27,2026-01-07,refunded
ORD_398,CUST_780,1996.92,2026-01-24,shipped
ORD_399,CUST_152,2504.75,2025-01-09,delivered
ORD_400,CUST_456,473.32,2024-11-14,shipped
ORD_401,CUST_446,762.23,2025-08-27,cancelled
ORD_402,CUST_46,1312.49,2026-02-06,shipped
ORD_403,CUST_418,3414.88,2025-11-04,pending
ORD_404,CUST_365,3433.47,2026-01-24,cancelled
ORD_405,CUST_833,4036.51,2024-12-05,shipped
ORD_406,CUST_599,2539.78,2025-04-10,pending
ORD_407,CUST_508,3272.55,2026-03-23,cancelled
ORD_408,CUST_800,282.01,2024-07-27,pending
ORD_409,CUST_629,4037.55,2025-05-30,delivered
ORD_410,CUST_810,2373.0,2025-04-03,refunded
ORD_411,CUST_1006,1830.66,2025-06-09,refunded
ORD_412,CUST_788,1923.52,2025-07-01,shipped
ORD_413,CUST_18,1692.21,2026-11-28,delivered
ORD_414,CUST_213,2579.33,2025-01-17,cancelled
ORD_415,CUST_456,252.23,2024-12-10,pending
ORD_416,CUST_899,2453.21,2025-07-17,refunded
ORD_417,CUST_713,1852.79,2025-01-08,delivered
ORD_418,CUST_796,4097.66,2025-02-23,shipped
ORD_419,CUST_311,1790.86,2024-10-07,delivered
ORD_420,CUST_315,3183.55,2026-06-29,delivered
ORD_421,CUST_760,192.7,2025-05-14,shipped
ORD_422,CUST_190,429.39,2024-06-10,shipped
ORD_423,CUST_659,2472.32,2025-07-11,cancelled
ORD_424,CUST_716,3090.03,2025-06-21,refunded
ORD_425,CUST_593,2297.51,2024-06-26,delivered
ORD_426,CUST_50,742.28,2026-02-25,pending
ORD_427,CUST_402,2568.04,2025-06-03,delivered
ORD_428,CUST_960,3187.34,2025-07-04,cancelled
ORD_429,CUST_33,927.81,2025-02-03,pending
ORD_430,CUST_867,4562.61,2025-01-01,shipped
ORD_431,CUST_595,1312.27,2025-05-21,refunded
ORD_432,CUST_563,4272.68,2024-07-25,pending
ORD_433,CUST_394,2870.95,2024-06-22,cancelled
ORD_434,CUST_292,3736.88,2025-01-09,refunded
ORD_435,CUST_698,238.25,2026-02-06,delivered
ORD_436,CUST_290,35.2,2024-06-28,cancelled
ORD_437,CUST_683,657.54,2025-03-11,refunded
ORD_438,CUST_820,4879.73,2024-08-16,shipped
ORD_439,CUST_241,100.18,2025-11-09,pending
ORD_440,CUST_637,1446.28,2026-02-04,cancelled
ORD_441,CUST_613,2109.62,2026-08-22,refunded
ORD_442,CUST_409,2383.26,2025-04-08,delivered
ORD_443,CUST_359,1605.02,2025-01-09,cancelled
ORD_444,CUST_885,3715.43,2024-05-26,shipped
ORD_445,CUST_700,1956.41,2026-03-28,refunded
ORD_446,CUST_1001,402.26,2024-11-10,delivered
ORD_447,CUST_96,1045.68,2025-02-16,delivered
ORD_448,CUST_309,3756.78,2026-03-02,cancelled
ORD_449,CUST_41,787.94,2025-08-22,refunded
ORD_450,CUST_371,2828.81,2025-01-19,pending
ORD_451,CUST_780,4867.05,2026-05-12,cancelled
ORD_452,CUST_251,1882.67,2025-03-26,cancelled
ORD_453,CUST_632,4744.61,2024-09-07,cancelled
ORD_454,CUST_234,1064.41,2024-09-20,delivered
ORD_455,CUST_193,4325.82,2025-05-14,refunded
ORD_456,CUST_429,1766.6,2025-02-18,refunded
ORD_457,CUST_296,1603.82,2025-07-03,pending
ORD_458,CUST_691,4424.94,2025-01-22,delivered
ORD_459,CUST_525,2682.78,2024-12-10,cancelled
ORD_460,CUST_517,3786.57,2024-12-15,cancelled
ORD_461,CUST_171,4620.31,2025-11-14,delivered
ORD_462,CUST_14,2668.0,2025-03-21,cancelled
ORD_463,CUST_682,869.63,2025-11-12,refunded
ORD_464,CUST_679,2096.32,2025-10-16,shipped
ORD_465,CUST_662,154.91,2024-07-27,refunded
ORD_466,CUST_645,2521.77,2025-11-24,refunded
ORD_467,CUST_760,2049.79,2025-06-03,refunded
ORD_468,CUST_266,840.63,2025-04-08,pending
ORD_469,CUST_985,1857.78,2026-02-04,cancelled
ORD_470,CUST_576,2561.56,2025-08-20,shipped
ORD_471,CUST_479,1851.63,2025-12-06,cancelled
ORD_472,CUST_970,3566.83,2025-08-31,shipped
ORD_473,CUST_311,333.42,2025-01-09,refunded
ORD_474,CUST_483,2301.37,2025-11-11,cancelled
ORD_475,CUST_258,3985.8,2025-05-30,pending
ORD_476,CUST_833,3023.99,2025-04-03,shipped
ORD_477,CUST_261,2316.44,2024-08-11,pending
ORD_478,CUST_709,3387.59,2025-01-16,cancelled
ORD_479,CUST_83,3917.38,2025-01-26,refunded
ORD_480,CUST_134,3581.82,2025-08-20,refunded
ORD_481,CUST_742,128.36,2025-09-22,pending
ORD_482,CUST_310,4060.2,2026-08-30,pending
ORD_483,CUST_383,2003.15,2025-07-03,cancelled
ORD_484,CUST_449,3939.24,2024-06-10,delivered
ORD_485,CUST_787,4127.89,2025-01-18,shipped
ORD_486,CUST_386,2070.34,2024-12-23,shipped
ORD_487,CUST_825,2418.13,2025-07-11,delivered
ORD_488,CUST_668,3471.64,2025-09-19,cancelled
ORD_489,CUST_781,1231.19,2025-08-30,delivered
ORD_490,CUST_716,2228.91,2025-09-19,delivered
ORD_491,CUST_592,1383.74,2024-03-16,shipped
ORD_492,CUST_162,2613.68,2024-03-04,delivered
ORD_493,CUST_588,1819.99,2025-03-02,shipped
ORD_494,CUST_592,3173.13,2025-09-19,cancelled
ORD_495,CUST_700,1481.45,2025-04-29,shipped
ORD_496,CUST_161,3041.17,2024-07-27,shipped
ORD_497,CUST_39,4256.09,2025-11-10,shipped
ORD_498,CUST_609,70.21,2026-03-30,refunded
ORD_499,CUST_774,4352.46,2026-04-20,cancelled
ORD_500,CUST_644,4501.02,2025-07-03,shipped
ORD_501,CUST_612,4264.53,2025-11-21,delivered
ORD_502,CUST_398,4328.39,2025-05-24,shipped
